epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,749.199,1.31169,2.05682,1.12504,0.73893,0.17183,0.34369,0.19954,1.5717,3.16137,1.34161,0.00038191,0.00038191,0.00038191
43,767.829,1.2658,2.00447,1.07864,0.52001,0.29693,0.45502,0.28428,1.47129,2.75671,1.24804,0.000369054,0.000369054,0.000369054
44,786.808,1.33212,2.02686,1.08502,0.59942,0.44006,0.61079,0.37456,1.55436,2.50743,1.24783,0.000356198,0.000356198,0.000356198
45,805.377,1.25353,1.90075,1.04043,0.59942,0.44006,0.61079,0.37456,1.55436,2.50743,1.24783,0.000343342,0.000343342,0.000343342
46,823.862,1.24804,1.89315,1.09474,0.58395,0.50942,0.60469,0.36678,1.63121,2.43971,1.27864,0.000330486,0.000330486,0.000330486
47,842.828,1.33601,1.87181,1.07412,0.62765,0.62833,0.61378,0.37114,1.59121,2.4375,1.25706,0.000317631,0.000317631,0.000317631
48,862.086,1.2683,1.93274,1.08646,0.61133,0.65347,0.60433,0.36477,1.51329,2.40879,1.24763,0.000304775,0.000304775,0.000304775
49,880.482,1.23863,1.85611,1.07498,0.61133,0.65347,0.60433,0.36477,1.51329,2.40879,1.24763,0.000291919,0.000291919,0.000291919
50,898.94,1.24581,1.86381,1.06776,0.5836,0.61035,0.59046,0.35425,1.50405,2.36597,1.23679,0.000279063,0.000279063,0.000279063
51,917.627,1.16505,1.91361,1.0589,0.57024,0.60282,0.57298,0.3424,1.54349,2.35007,1.24228,0.000266207,0.000266207,0.000266207
52,936.229,1.22207,1.75672,1.04642,0.6084,0.61001,0.61919,0.3677,1.5386,2.30827,1.21974,0.000253351,0.000253351,0.000253351
53,954.305,1.19835,1.81618,1.06812,0.6084,0.61001,0.61919,0.3677,1.5386,2.30827,1.21974,0.000240495,0.000240495,0.000240495
54,972.764,1.1605,1.69711,1.05406,0.72135,0.49876,0.62083,0.36113,1.54646,2.29248,1.22794,0.00022764,0.00022764,0.00022764
55,991.643,1.16509,1.71502,1.05737,0.87248,0.47945,0.61684,0.35247,1.53235,2.27714,1.23548,0.000214784,0.000214784,0.000214784
56,1009.7,1.21594,1.72706,1.05885,0.60834,0.54475,0.62513,0.36156,1.50779,2.28923,1.23801,0.000201928,0.000201928,0.000201928
57,1028.05,1.13718,1.66335,1.03244,0.60834,0.54475,0.62513,0.36156,1.50779,2.28923,1.23801,0.000189072,0.000189072,0.000189072
58,1047.61,1.24646,1.78909,1.08216,0.62076,0.58015,0.6481,0.38687,1.46912,2.26652,1.23199,0.000176216,0.000176216,0.000176216
59,1062.43,1.19028,1.68198,1.04099,0.59299,0.56843,0.63078,0.38801,1.471,2.25649,1.23433,0.00016336,0.00016336,0.00016336
60,1076.89,1.18405,1.59886,1.04857,0.53888,0.53654,0.59198,0.36353,1.46846,2.24669,1.24208,0.000150504,0.000150504,0.000150504
61,1090.6,1.1275,1.68924,1.06751,0.53888,0.53654,0.59198,0.36353,1.46846,2.24669,1.24208,0.000137649,0.000137649,0.000137649
62,1104.84,1.10879,1.56968,1.04328,0.55241,0.54093,0.59024,0.37289,1.46507,2.25835,1.24397,0.000124793,0.000124793,0.000124793
63,1117.96,1.1545,1.70469,1.06931,0.55139,0.55628,0.6079,0.38951,1.45234,2.24493,1.24428,0.000111937,0.000111937,0.000111937
64,1130.92,1.09851,1.6041,1.05948,0.6094,0.54762,0.63284,0.40952,1.45369,2.23194,1.24513,9.9081e-05,9.9081e-05,9.9081e-05
65,1143.95,1.09794,1.58817,1.07702,0.6094,0.54762,0.63284,0.40952,1.45369,2.23194,1.24513,8.62251e-05,8.62251e-05,8.62251e-05
66,1156.97,1.11025,1.53469,1.03355,0.72302,0.58582,0.64598,0.41222,1.46164,2.21165,1.23884,7.33693e-05,7.33693e-05,7.33693e-05
67,1170.32,1.10069,1.57677,1.07311,0.72541,0.57215,0.65101,0.42149,1.47291,2.17729,1.23565,6.05134e-05,6.05134e-05,6.05134e-05
68,1183.7,1.08127,1.50699,1.04606,0.73799,0.56223,0.65057,0.42841,1.46229,2.14626,1.22467,4.76576e-05,4.76576e-05,4.76576e-05
69,1196.64,1.05354,1.58564,1.0471,0.73799,0.56223,0.65057,0.42841,1.46229,2.14626,1.22467,3.48017e-05,3.48017e-05,3.48017e-05
70,1209.66,1.13226,1.61712,1.05172,0.73851,0.56073,0.65204,0.42111,1.4529,2.11467,1.2183,2.19459e-05,2.19459e-05,2.19459e-05
